group1	group2	evalue
Clstr173	Clstr210	1.75E-06
Clstr173	Clstr219	1.17E-05
Clstr173	Clstr220	4.43E-06
Clstr173	Clstr252	0.000231
Clstr173	Clstr256	0.001
Clstr173	Clstr257	0.0003645
Clstr173	Clstr263	7.18E-05
Clstr173	Clstr276	1.97E-06
Clstr173	Clstr299	2.65E-07
Clstr173	Clstr321	7.37E-05
Clstr173	Clstr338	0.000195
Clstr173	Clstr349	0.001
Clstr173	Clstr406	0.000181
Clstr173	Clstr416	1.22E-05
Clstr173	Clstr424	1.29E-06
Clstr173	Clstr432	0.000736
Clstr173	Clstr439	0.0003245
Clstr173	Clstr442	1.41E-16
Clstr173	Clstr446	0.000112
Clstr173	Clstr457	1.88E-05
Clstr173	Clstr458	0.001
Clstr173	Clstr464	0.000418
Clstr173	Clstr486	1.70E-05
Clstr173	Clstr500	4.62E-07
Clstr173	Clstr507	0.001
Clstr173	Clstr513	0.000377
Clstr173	Clstr593	7.84E-06
Clstr173	Clstr597	0.000106
Clstr173	Clstr608	0.000587
Clstr173	Clstr611	9.34E-07
Clstr173	Clstr643	1.40E-05
Clstr173	Clstr650	9.18E-05
Clstr173	Clstr651	0.001
Clstr173	Clstr653	1.27E-05
Clstr173	Clstr658	2.62E-05
Clstr173	Clstr669	2.68E-05
Clstr173	Clstr681	0.000735
Clstr173	Clstr694	0.000111
Clstr174	Clstr285	2.97E-23
Clstr175	Clstr045	0.000219
Clstr175	Clstr146	0.000127
Clstr175	Clstr153	1.29E-09
Clstr175	Clstr165	5.27E-05
Clstr175	Clstr169	4.43E-05
Clstr175	Clstr194	0.0004865
Clstr175	Clstr196	0.0004265
Clstr175	Clstr224	0.0004435
Clstr175	Clstr264	0.001
Clstr175	Clstr306	0.000141
Clstr175	Clstr341	2.42E-06
Clstr175	Clstr375	0.0001815
Clstr175	Clstr377	0.0001515
Clstr175	Clstr384	6.48E-05
Clstr175	Clstr527	0.0005765
Clstr175	Clstr547	0.000204
Clstr175	Clstr560	5.97E-07
Clstr175	Clstr646	8.52E-05
Clstr175	Clstr685	2.43E-07
Clstr175	Clstr686	2.08E-05
Clstr175	zhaovirus	2.83E-10
Clstr176	Clstr158	2.51E-12
Clstr177	Clstr110	0.00033
Clstr177	Clstr118	0.000654
Clstr177	Clstr163	0.000215
Clstr177	Clstr471	0.0004205
Clstr177	Clstr490	5.10E-06
Clstr177	Clstr502	1.40E-22
Clstr177	Clstr515	4.04E-05
Clstr177	Clstr596	7.90E-06
Clstr178	Clstr148	2.81E-14
Clstr178	Clstr183	2.71E-08
Clstr178	Clstr201	2.65E-20
Clstr178	luteo-sobemo	1.78E-05
Clstr179	Clstr041	4.65E-07
Clstr179	Clstr048	0.000103
Clstr179	Clstr051	3.22E-07
Clstr179	Clstr075	6.44E-06
Clstr179	Clstr082	0.001
Clstr179	Clstr097	1.38E-08
Clstr179	Clstr159	0.001
Clstr179	Clstr173	8.38E-05
Clstr179	Clstr184	0.001
Clstr179	Clstr188	6.92E-05
Clstr179	Clstr210	9.72E-05
Clstr179	Clstr219	1.97E-08
Clstr179	Clstr220	3.84E-09
Clstr179	Clstr257	6.88E-05
Clstr179	Clstr263	0.000572
Clstr179	Clstr276	0.000325
Clstr179	Clstr299	0.001
Clstr179	Clstr302	1.30E-05
Clstr179	Clstr321	3.68E-05
Clstr179	Clstr338	7.59E-06
Clstr179	Clstr406	0.0002465
Clstr179	Clstr424	3.40E-08
Clstr179	Clstr442	1.16E-06
Clstr179	Clstr454	0.001
Clstr179	Clstr457	5.92E-08
Clstr179	Clstr458	1.20E-06
Clstr179	Clstr464	0.000176
Clstr179	Clstr486	1.12E-07
Clstr179	Clstr500	2.45E-06
Clstr179	Clstr513	0.000208
Clstr179	Clstr558	2.35E-05
Clstr179	Clstr593	6.76E-05
Clstr179	Clstr597	9.72E-05
Clstr179	Clstr611	1.55E-06
Clstr179	Clstr627	0.001
Clstr179	Clstr650	0.000822
Clstr179	Clstr694	0.001
Clstr180	Clstr251	4.88E-14
Clstr181	Clstr043	0.000852
Clstr181	Clstr469	0.0007195
Clstr181	Clstr563	2.79E-06
Clstr182	Clstr018	1.05E-05
Clstr182	Clstr025	7.39E-10
Clstr182	Clstr035	2.10E-08
Clstr182	Clstr039	1.42E-31
Clstr182	Clstr054	3.80E-05
Clstr182	Clstr066	2.13E-11
Clstr182	Clstr074	6.11E-07
Clstr182	Clstr079	6.08E-09
Clstr182	Clstr083	5.50E-08
Clstr182	Clstr084	1.17E-07
Clstr182	Clstr090	1.57E-06
Clstr182	Clstr091	6.77E-08
Clstr182	Clstr095	6.65E-06
Clstr182	Clstr127	1.55E-06
Clstr182	Clstr142	1.06E-08
Clstr182	Clstr217	0.0004985
Clstr182	Clstr221	7.15E-06
Clstr182	Clstr230	1.63E-06
Clstr182	Clstr300	3.30E-07
Clstr182	Clstr323	2.44E-07
Clstr182	Clstr367	8.77E-35
Clstr182	Clstr436	3.34E-08
Clstr182	Clstr449	1.44E-05
Clstr182	Clstr503	4.28E-06
Clstr182	Clstr617	5.46E-10
Clstr183	Clstr148	5.29E-05
Clstr183	Clstr178	2.35E-08
Clstr183	Clstr201	5.45E-09
Clstr183	Clstr432	2.28E-05
Clstr183	Clstr506	0.000402
Clstr183	Clstr522	8.45E-05
Clstr183	luteo-sobemo	4.00E-05
Clstr184	Clstr041	1.68E-05
Clstr184	Clstr048	0.000218
Clstr184	Clstr051	0.000352
Clstr184	Clstr075	0.000109
Clstr184	Clstr082	0.000117
Clstr184	Clstr097	8.69E-07
Clstr184	Clstr159	0.000358
Clstr184	Clstr173	4.79E-05
Clstr184	Clstr188	5.35E-05
Clstr184	Clstr210	6.14E-05
Clstr184	Clstr219	2.76E-05
Clstr184	Clstr220	8.69E-07
Clstr184	Clstr255	0.000262
Clstr184	Clstr263	5.25E-06
Clstr184	Clstr276	3.92E-06
Clstr184	Clstr286	0.000425
Clstr184	Clstr299	6.94E-06
Clstr184	Clstr321	4.20E-06
Clstr184	Clstr338	0.000247
Clstr184	Clstr349	0.000124
Clstr184	Clstr406	0.000379
Clstr184	Clstr424	6.01E-06
Clstr184	Clstr432	0.000281
Clstr184	Clstr439	0.001
Clstr184	Clstr442	3.61E-07
Clstr184	Clstr446	0.000457
Clstr184	Clstr457	0.0002305
Clstr184	Clstr486	2.82E-06
Clstr184	Clstr500	1.22E-06
Clstr184	Clstr507	0.0008055
Clstr184	Clstr513	0.000342
Clstr184	Clstr525	0.001
Clstr184	Clstr541	0.001
Clstr184	Clstr593	5.71E-07
Clstr184	Clstr597	0.001
Clstr184	Clstr608	8.03E-17
Clstr184	Clstr611	5.50E-07
Clstr184	Clstr650	0.000186
Clstr184	Clstr651	0.0004255
Clstr184	Clstr658	0.000641
Clstr184	Clstr669	0.000498
Clstr184	Clstr694	0.000104
Clstr184	yanvirus	7.51E-05
Clstr185	Clstr062	9.06E-18
Clstr185	Clstr156	9.82E-17
Clstr185	Clstr235	6.03E-10
Clstr185	Clstr400	5.32E-05
Clstr185	Clstr637	2.71E-13
Clstr186	Clstr536	4.60E-12
Clstr186	Clstr667	0.001
Clstr188	Clstr041	2.76E-05
Clstr188	Clstr051	2.82E-05
Clstr188	Clstr075	1.55E-13
Clstr188	Clstr082	0.001
Clstr188	Clstr097	3.87E-06
Clstr188	Clstr159	0.000404
Clstr188	Clstr173	9.89E-05
Clstr188	Clstr179	8.66E-05
Clstr188	Clstr184	4.45E-05
Clstr188	Clstr210	0.000827
Clstr188	Clstr219	1.96E-05
Clstr188	Clstr220	5.42E-06
Clstr188	Clstr257	0.000551
Clstr188	Clstr263	4.83E-06
Clstr188	Clstr276	3.58E-05
Clstr188	Clstr299	0.0001625
Clstr188	Clstr321	0.000153
Clstr188	Clstr338	0.000433
Clstr188	Clstr349	0.000358
Clstr188	Clstr406	0.0002325
Clstr188	Clstr424	1.65E-08
Clstr188	Clstr442	3.18E-06
Clstr188	Clstr446	4.00E-04
Clstr188	Clstr457	6.00E-05
Clstr188	Clstr464	0.00086
Clstr188	Clstr486	1.64E-05
Clstr188	Clstr500	5.95E-06
Clstr188	Clstr508	1.18E-09
Clstr188	Clstr513	0.001
Clstr188	Clstr593	5.52E-05
Clstr188	Clstr597	0.000572
Clstr188	Clstr611	7.16E-06
Clstr188	Clstr650	0.0001125
Clstr188	Clstr669	2.02E-05
Clstr188	Clstr681	0.001
Clstr188	Clstr694	9.76E-05
Clstr189	Clstr049	0.001
Clstr189	Clstr134	0.000568
Clstr189	Clstr447	0.000155
Clstr191	Clstr068	2.79E-16
Clstr191	Clstr493	1.93E-17
Clstr193	Clstr076	0.000638
Clstr193	Clstr154	7.00E-05
Clstr193	Clstr448	0.001
Clstr193	Clstr455	6.64E-09
Clstr193	Clstr545	3.54E-06
Clstr193	Clstr551	0.000463
Clstr193	Clstr612	0.000684
Clstr194	Clstr153	5.38E-05
Clstr194	Clstr175	0.000416
Clstr194	Clstr334	0.00051
Clstr194	Clstr335	2.04E-19
Clstr194	Clstr375	1.53E-05
Clstr194	Clstr418	0.001
Clstr194	Clstr685	4.24E-05
Clstr194	Clstr686	6.18E-05
Clstr194	zhaovirus	0.0005975
Clstr195	Clstr422	0.001
Clstr195	Clstr613	0.000104
Clstr196	Clstr045	1.04E-24
Clstr196	Clstr047	3.44E-06
Clstr196	Clstr077	9.00E-07
Clstr196	Clstr103	3.31E-11
Clstr196	Clstr120	8.06E-18
Clstr196	Clstr146	9.22E-22
Clstr196	Clstr153	9.16E-06
Clstr196	Clstr165	6.05E-26
Clstr196	Clstr169	2.77E-08
Clstr196	Clstr175	4.00E-04
Clstr196	Clstr224	5.73E-13
Clstr196	Clstr241	4.75E-21
Clstr196	Clstr264	5.73E-21
Clstr196	Clstr306	0.000235
Clstr196	Clstr341	4.67E-15
Clstr196	Clstr375	1.87E-05
Clstr196	Clstr377	1.05E-07
Clstr196	Clstr384	2.71E-07
Clstr196	Clstr428	0.000325
Clstr196	Clstr527	1.20E-25
Clstr196	Clstr528	0.001
Clstr196	Clstr633	1.28E-09
Clstr196	Clstr635	5.14E-05
Clstr196	Clstr646	2.13E-05
Clstr196	Clstr685	0.001
Clstr196	Clstr686	1.33E-07
Clstr196	zhaovirus	0.000341
Clstr197	Clstr078	0.000259
Clstr197	Clstr115	0.000174
Clstr198	Clstr002	0.000118
Clstr198	Clstr003	0.000524
Clstr198	Clstr020	2.21E-05
Clstr198	Clstr033	5.42E-07
Clstr198	Clstr096	0.000496
Clstr198	Clstr140	2.71E-10
Clstr198	Clstr171	5.34E-14
Clstr198	Clstr245	1.53E-05
Clstr198	Clstr256	0.001
Clstr198	Clstr272	0.000368
Clstr198	Clstr380	6.52E-05
Clstr198	Clstr570	6.78E-05
Clstr198	Clstr571	8.77E-10
Clstr198	Clstr618	8.40E-06
Clstr198	Clstr680	0.001
Clstr199	Clstr305	2.06E-14
Clstr199	Clstr320	5.12E-32
Clstr199	Clstr393	0.0007065
Clstr199	Clstr440	9.49E-29
Clstr199	Clstr524	0.000648
Clstr200	Clstr031	3.03E-14
Clstr200	Clstr088	0.001
Clstr200	Clstr106	3.49E-05
Clstr200	Clstr124	1.27E-11
Clstr200	Clstr172	6.03E-09
Clstr200	Clstr204	1.77E-09
Clstr200	Clstr208	0.001
Clstr200	Clstr216	7.61E-13
Clstr200	Clstr239	2.46E-06
Clstr200	Clstr288	6.30E-06
Clstr200	Clstr357	8.87E-15
Clstr200	Clstr366	7.82E-13
Clstr200	Clstr369	2.64E-05
Clstr200	Clstr396	6.34E-13
Clstr200	Clstr397	3.22E-05
Clstr200	Clstr441	0.0001165
Clstr200	Clstr448	2.92E-17
Clstr200	Clstr455	0.000277
Clstr200	Clstr456	4.19E-09
Clstr200	Clstr470	0.001
Clstr200	Clstr485	3.19E-05
Clstr200	Clstr488	0.001
Clstr200	Clstr519	1.42E-13
Clstr200	Clstr530	3.08E-07
Clstr200	Clstr566	5.51E-08
Clstr200	Clstr581	6.47E-06
Clstr200	Clstr607	2.56E-07
Clstr200	Clstr612	0.000261
Clstr200	Clstr629	3.91E-06
Clstr200	Clstr645	2.75E-11
Clstr200	Clstr661	3.18E-06
Clstr200	Clstr665	6.52E-08
Clstr200	Clstr673	0.000203
Clstr200	Clstr695	1.52E-05
Clstr200	Clstr696	4.40E-05
Clstr201	Clstr148	2.03E-11
Clstr201	Clstr178	3.37E-20
Clstr201	Clstr183	8.30E-09
Clstr201	Clstr218	0.0001679
Clstr201	luteo-sobemo	4.85E-06
Clstr202	Clstr321	0.0002475
Clstr202	Clstr395	0.00064
Clstr202	Clstr576	8.62E-11
Clstr203	Clstr234	0.000332
Clstr203	Clstr238	1.91E-07
Clstr203	Clstr317	3.61E-06
Clstr203	Clstr364	0.000244
Clstr203	Clstr395	1.05E-09
Clstr203	Clstr487	1.33E-09
Clstr203	Clstr517	1.01E-05
Clstr203	Clstr543	1.89E-05
Clstr203	Clstr574	0.000499
Clstr203	Clstr576	0.000253
Clstr203	Clstr699	2.77E-06
Clstr204	Clstr031	1.83E-08
Clstr204	Clstr088	0.000103
Clstr204	Clstr124	1.09E-07
Clstr204	Clstr172	1.39E-06
Clstr204	Clstr200	2.02E-09
Clstr204	Clstr205	0.001
Clstr204	Clstr216	6.23E-09
Clstr204	Clstr239	1.72E-06
Clstr204	Clstr288	3.64E-05
Clstr204	Clstr357	4.17E-09
Clstr204	Clstr366	3.44E-14
Clstr204	Clstr396	1.25E-09
Clstr204	Clstr448	1.33E-14
Clstr204	Clstr456	2.89E-12
Clstr204	Clstr470	0.0007865
Clstr204	Clstr519	1.46E-07
Clstr204	Clstr530	4.68E-06
Clstr204	Clstr546	2.97E-05
Clstr204	Clstr550	0.000698
Clstr204	Clstr566	5.32E-08
Clstr204	Clstr581	8.06E-06
Clstr204	Clstr607	4.01E-06
Clstr204	Clstr612	2.44E-06
Clstr204	Clstr629	2.29E-05
Clstr204	Clstr645	1.11E-06
Clstr204	Clstr661	1.97E-06
Clstr204	Clstr665	4.96E-06
Clstr204	Clstr673	0.000449
Clstr204	Clstr695	0.00018415
Clstr205	Clstr031	0.000466
Clstr205	Clstr070	1.69E-15
Clstr205	Clstr124	0.000284
Clstr205	Clstr172	0.001
Clstr205	Clstr216	6.96E-06
Clstr205	Clstr266	8.02E-13
Clstr205	Clstr357	6.55E-05
Clstr205	Clstr448	0.00072
Clstr205	Clstr530	0.00012135
Clstr205	Clstr566	1.79E-05
Clstr205	Clstr581	9.94E-05
Clstr205	Clstr607	0.000385
Clstr205	Clstr645	0.0005675
Clstr205	Clstr661	4.16E-05
Clstr205	Clstr665	0.000291
Clstr205	Clstr673	6.06E-19
Clstr206	Clstr151	6.30E-07
Clstr206	Clstr630	0.001
Clstr208	Clstr031	0.00081
Clstr208	Clstr088	1.18E-09
Clstr208	Clstr124	0.0004575
Clstr208	Clstr200	0.001
Clstr208	Clstr239	0.001
Clstr208	Clstr339	0.001
Clstr208	Clstr357	0.00010035
Clstr208	Clstr396	0.000659
Clstr208	Clstr448	5.24E-06
Clstr208	Clstr488	0.000114
Clstr208	Clstr516	6.28E-05
Clstr208	Clstr519	0.001
Clstr208	Clstr530	7.84E-06
Clstr208	Clstr540	0.001
Clstr208	Clstr566	2.91E-05
Clstr208	Clstr629	0.000313
Clstr208	Clstr661	4.28E-06
Clstr208	Clstr700	0.000839
Clstr209	Clstr412	0.001
Clstr210	Clstr041	3.30E-06
Clstr210	Clstr048	0.000256
Clstr210	Clstr051	6.05E-05
Clstr210	Clstr075	0.000893
Clstr210	Clstr097	3.96E-06
Clstr210	Clstr135	8.13E-14
Clstr210	Clstr173	2.18E-06
Clstr210	Clstr179	0.00013
Clstr210	Clstr184	5.15E-05
Clstr210	Clstr188	0.000792
Clstr210	Clstr219	3.25E-05
Clstr210	Clstr220	0.000254
Clstr210	Clstr256	0.00041
Clstr210	Clstr257	7.47E-05
Clstr210	Clstr262	0.0005215
Clstr210	Clstr263	8.19E-07
Clstr210	Clstr276	5.72E-05
Clstr210	Clstr286	0.001
Clstr210	Clstr299	0.0003815
Clstr210	Clstr321	7.28E-05
Clstr210	Clstr338	0.001
Clstr210	Clstr349	2.14E-05
Clstr210	Clstr364	4.19E-05
Clstr210	Clstr406	8.51E-05
Clstr210	Clstr416	9.10E-09
Clstr210	Clstr424	4.28E-06
Clstr210	Clstr432	2.15E-06
Clstr210	Clstr439	0.000104
Clstr210	Clstr442	1.73E-08
Clstr210	Clstr457	7.86E-05
Clstr210	Clstr458	0.000132
Clstr210	Clstr463	0.000217
Clstr210	Clstr464	7.12E-06
Clstr210	Clstr486	0.000109
Clstr210	Clstr500	1.74E-06
Clstr210	Clstr513	5.96E-06
Clstr210	Clstr541	3.13E-05
Clstr210	Clstr557	7.99E-05
Clstr210	Clstr577	1.45E-06
Clstr210	Clstr593	4.89E-06
Clstr210	Clstr611	1.25E-05
Clstr210	Clstr650	0.001
Clstr210	Clstr653	3.57E-05
Clstr210	Clstr658	1.18E-05
Clstr210	Clstr669	1.06E-06
Clstr210	Clstr694	2.51E-05
Clstr210	yanvirus	1.75E-06
Clstr211	Clstr128	1.06E-13
Clstr211	Clstr495	8.82E-05
Clstr212	Clstr049	1.26E-05
Clstr212	Clstr134	9.47E-14
Clstr212	Clstr260	0.000376
Clstr212	Clstr301	0.001
Clstr212	Clstr447	4.40E-07
Clstr213	Clstr571	0.001
Clstr214	Clstr290	3.32E-22
Clstr215	Clstr530	0.00018455
Clstr215	Clstr607	7.44E-06
Clstr215	Clstr629	0.000514
Clstr215	Clstr634	0.000198
Clstr216	Clstr031	1.11E-12
Clstr216	Clstr070	0.000158
Clstr216	Clstr106	0.000765
Clstr216	Clstr124	1.52E-11
Clstr216	Clstr172	5.30E-09
Clstr216	Clstr200	1.11E-12
Clstr216	Clstr204	1.47E-08
Clstr216	Clstr205	7.59E-06
Clstr216	Clstr239	8.75E-07
Clstr216	Clstr266	0.001
Clstr216	Clstr288	2.27E-07
Clstr216	Clstr357	1.27E-13
Clstr216	Clstr366	8.99E-13
Clstr216	Clstr369	5.50E-05
Clstr216	Clstr396	1.28E-12
Clstr216	Clstr397	0.000437
Clstr216	Clstr441	3.30E-05
Clstr216	Clstr448	1.82E-13
Clstr216	Clstr455	0.0007195
Clstr216	Clstr456	3.08E-09
Clstr216	Clstr470	6.43E-05
Clstr216	Clstr485	8.24E-05
Clstr216	Clstr488	0.00014925
Clstr216	Clstr514	0.000802
Clstr216	Clstr519	4.53E-10
Clstr216	Clstr530	8.52E-08
Clstr216	Clstr533	0.001
Clstr216	Clstr546	0.001
Clstr216	Clstr566	2.15E-07
Clstr216	Clstr581	1.58E-06
Clstr216	Clstr607	7.56E-09
Clstr216	Clstr612	6.68E-06
Clstr216	Clstr629	2.08E-08
Clstr216	Clstr645	3.27E-08
Clstr216	Clstr661	3.82E-10
Clstr216	Clstr665	2.97E-10
Clstr216	Clstr673	7.17E-06
Clstr216	Clstr695	0.000576
Clstr216	Clstr700	5.01E-05
Clstr216	Clstr702	0.000148
Clstr217	Clstr018	2.27E-05
Clstr217	Clstr025	1.76E-13
Clstr217	Clstr035	1.91E-07
Clstr217	Clstr054	4.17E-05
Clstr217	Clstr066	0.000289
Clstr217	Clstr074	0.000454
Clstr217	Clstr079	0.000166
Clstr217	Clstr083	1.80E-14
Clstr217	Clstr084	2.68E-19
Clstr217	Clstr090	0.000939
Clstr217	Clstr091	0.000368
Clstr217	Clstr095	5.61E-06
Clstr217	Clstr127	3.62E-05
Clstr217	Clstr142	2.50E-05
Clstr217	Clstr182	0.000524
Clstr217	Clstr230	2.06E-20
Clstr217	Clstr300	7.78E-05
Clstr217	Clstr323	0.001
Clstr217	Clstr367	1.18E-05
Clstr217	Clstr436	8.10E-05
Clstr217	Clstr503	2.83E-05
Clstr217	Clstr617	3.72E-07
Clstr218	Clstr117	1.30E-06
Clstr218	Clstr141	2.87E-18
Clstr218	Clstr201	0.000203
Clstr218	Clstr608	0.001
Clstr219	Clstr041	3.08E-07
Clstr219	Clstr048	0.00018
Clstr219	Clstr051	3.82E-06
Clstr219	Clstr075	2.91E-06
Clstr219	Clstr082	0.000299
Clstr219	Clstr097	8.23E-08
Clstr219	Clstr107	0.0008725
Clstr219	Clstr159	6.60E-05
Clstr219	Clstr173	1.27E-05
Clstr219	Clstr179	2.92E-08
Clstr219	Clstr184	2.78E-05
Clstr219	Clstr188	2.03E-05
Clstr219	Clstr210	3.52E-05
Clstr219	Clstr220	3.45E-09
Clstr219	Clstr247	0.000459
Clstr219	Clstr250	0.001
Clstr219	Clstr255	0.00074
Clstr219	Clstr256	0.001
Clstr219	Clstr257	5.91E-05
Clstr219	Clstr263	2.09E-06
Clstr219	Clstr276	1.34E-05
Clstr219	Clstr286	0.000176
Clstr219	Clstr299	0.0001145
Clstr219	Clstr302	5.51E-05
Clstr219	Clstr321	4.10E-05
Clstr219	Clstr338	1.73E-05
Clstr219	Clstr349	0.000218
Clstr219	Clstr406	3.41E-05
Clstr219	Clstr416	0.00084
Clstr219	Clstr424	1.87E-07
Clstr219	Clstr439	0.000672
Clstr219	Clstr442	1.21E-07
Clstr219	Clstr457	1.94E-07
Clstr219	Clstr458	0.00038
Clstr219	Clstr464	1.74E-05
Clstr219	Clstr478	0.001
Clstr219	Clstr486	5.64E-08
Clstr219	Clstr500	1.13E-07
Clstr219	Clstr507	0.000505
Clstr219	Clstr513	0.00014
Clstr219	Clstr593	2.71E-05
Clstr219	Clstr597	2.19E-05
Clstr219	Clstr608	0.000714
Clstr219	Clstr611	1.00E-06
Clstr219	Clstr614	0.001
Clstr219	Clstr650	4.26E-05
Clstr219	Clstr651	0.001
Clstr219	Clstr658	0.001
Clstr219	Clstr669	1.46E-05
Clstr219	Clstr694	3.71E-05
Clstr220	Clstr041	1.23E-06
Clstr220	Clstr048	2.24E-05
Clstr220	Clstr051	5.38E-06
Clstr220	Clstr075	1.05E-06
Clstr220	Clstr082	1.67E-05
Clstr220	Clstr097	6.60E-09
Clstr220	Clstr107	0.001
Clstr220	Clstr159	0.000301
Clstr220	Clstr173	3.62E-06
Clstr220	Clstr179	5.54E-09
Clstr220	Clstr184	7.39E-07
Clstr220	Clstr188	4.79E-06
Clstr220	Clstr210	0.000237
Clstr220	Clstr219	3.06E-09
Clstr220	Clstr247	0.001
Clstr220	Clstr257	0.0002565
Clstr220	Clstr263	2.91E-05
Clstr220	Clstr276	1.51E-06
Clstr220	Clstr286	0.000608
Clstr220	Clstr299	5.20E-06
Clstr220	Clstr302	7.39E-05
Clstr220	Clstr321	5.21E-06
Clstr220	Clstr328	0.001
Clstr220	Clstr338	4.95E-06
Clstr220	Clstr349	0.001
Clstr220	Clstr363	0.000475
Clstr220	Clstr406	6.88E-06
Clstr220	Clstr416	0.0008525
Clstr220	Clstr424	2.35E-08
Clstr220	Clstr432	0.001
Clstr220	Clstr439	0.000303
Clstr220	Clstr442	1.47E-08
Clstr220	Clstr446	0.001
Clstr220	Clstr454	9.00E-04
Clstr220	Clstr457	8.51E-08
Clstr220	Clstr464	4.58E-05
Clstr220	Clstr486	1.12E-09
Clstr220	Clstr500	1.84E-07
Clstr220	Clstr507	0.000392
Clstr220	Clstr513	5.82E-06
Clstr220	Clstr518	0.000505
Clstr220	Clstr541	0.001
Clstr220	Clstr593	8.24E-07
Clstr220	Clstr597	5.47E-06
Clstr220	Clstr608	0.0002535
Clstr220	Clstr611	9.28E-08
Clstr220	Clstr614	0.001
Clstr220	Clstr616	0.001
Clstr220	Clstr643	0.001
Clstr220	Clstr650	2.30E-05
Clstr220	Clstr651	0.00068
Clstr220	Clstr653	0.001
Clstr220	Clstr658	0.00017
Clstr220	Clstr669	0.000573
Clstr220	Clstr694	2.54E-05
Clstr221	Clstr018	1.85E-06
Clstr221	Clstr025	1.59E-05
Clstr221	Clstr035	5.45E-06
Clstr221	Clstr039	3.59E-05
Clstr221	Clstr054	1.17E-06
Clstr221	Clstr066	0.000126
Clstr221	Clstr074	6.07E-06
Clstr221	Clstr079	2.98E-05
Clstr221	Clstr083	4.38E-05
Clstr221	Clstr084	5.27E-05
Clstr221	Clstr090	1.99E-05
Clstr221	Clstr091	5.90E-05
Clstr221	Clstr095	8.46E-07
Clstr221	Clstr127	1.73E-06
Clstr221	Clstr142	1.69E-05
Clstr221	Clstr182	5.26E-06
Clstr221	Clstr230	1.63E-05
Clstr221	Clstr300	1.80E-07
Clstr221	Clstr323	0.001
Clstr221	Clstr367	3.57E-05
Clstr221	Clstr436	0.000352
Clstr221	Clstr449	8.02E-07
Clstr221	Clstr503	0.001
Clstr221	Clstr617	3.82E-07
Clstr222	Clstr641	5.11E-11
Clstr224	Clstr045	8.26E-12
Clstr224	Clstr047	1.12E-06
Clstr224	Clstr077	9.36E-09
Clstr224	Clstr094	0.001
Clstr224	Clstr103	1.78E-05
Clstr224	Clstr120	8.48E-09
Clstr224	Clstr146	3.37E-12
Clstr224	Clstr153	1.02E-06
Clstr224	Clstr165	4.58E-13
Clstr224	Clstr169	6.56E-10
Clstr224	Clstr175	0.000356
Clstr224	Clstr196	5.46E-13
Clstr224	Clstr241	1.67E-14
Clstr224	Clstr264	2.23E-08
Clstr224	Clstr306	3.15E-05
Clstr224	Clstr341	3.40E-09
Clstr224	Clstr375	2.05E-09
Clstr224	Clstr377	2.47E-08
Clstr224	Clstr384	3.30E-07
Clstr224	Clstr418	0.000424
Clstr224	Clstr527	1.05E-14
Clstr224	Clstr528	6.47E-05
Clstr224	Clstr633	7.92E-06
Clstr224	Clstr635	1.04E-06
Clstr224	Clstr646	2.93E-07
Clstr224	Clstr685	0.000386
Clstr224	Clstr686	7.62E-08
Clstr224	zhaovirus	0.000276
Clstr225	Clstr087	1.35E-31
Clstr225	Clstr129	2.54E-27
Clstr225	Clstr137	1.69E-30
Clstr225	Clstr168	5.16E-24
Clstr225	Clstr347	5.17E-16
Clstr225	Clstr348	5.50E-29
Clstr225	Clstr389	1.57E-06
Clstr225	Clstr466	3.93E-22
Clstr225	Clstr501	2.75E-19
Clstr225	Clstr506	2.77E-19
Clstr225	Clstr526	7.57E-30
Clstr225	Clstr561	3.31E-13
Clstr225	Clstr599	3.39E-29
Clstr225	Clstr601	1.02E-18
Clstr225	Clstr604	5.31E-27
Clstr225	Clstr623	5.37E-23
Clstr225	Clstr625	1.05E-14
Clstr225	Clstr649	8.96E-05
Clstr226	Clstr002	7.04E-15
Clstr226	Clstr003	1.27E-11
Clstr226	Clstr020	7.52E-07
Clstr226	Clstr033	0.000256
Clstr226	Clstr245	3.22E-05
Clstr226	Clstr272	1.10E-06
Clstr226	Clstr380	0.001
Clstr226	Clstr512	0.000328
Clstr227	Clstr041	0.001
Clstr227	Clstr349	0.00024703
Clstr227	Clstr424	0.001
Clstr227	Clstr439	0.000738
Clstr227	Clstr611	0.001
Clstr227	Clstr643	3.31E-05
Clstr227	Clstr650	0.0002985
Clstr227	Clstr651	3.88E-05
Clstr227	Clstr669	5.56E-05
Clstr230	Clstr018	2.10E-05
Clstr230	Clstr025	1.65E-23
Clstr230	Clstr035	1.07E-10
Clstr230	Clstr039	1.91E-06
Clstr230	Clstr054	5.82E-05
Clstr230	Clstr066	3.17E-06
Clstr230	Clstr074	5.39E-05
Clstr230	Clstr079	5.19E-06
Clstr230	Clstr083	1.20E-26
Clstr230	Clstr084	1.94E-36
Clstr230	Clstr090	5.58E-05
Clstr230	Clstr091	0.000101
Clstr230	Clstr095	7.17E-06
Clstr230	Clstr127	2.02E-06
Clstr230	Clstr142	3.77E-07
Clstr230	Clstr182	1.22E-06
Clstr230	Clstr217	1.79E-20
Clstr230	Clstr221	2.02E-05
Clstr230	Clstr300	1.85E-06
Clstr230	Clstr323	0.000747
Clstr230	Clstr367	8.93E-09
Clstr230	Clstr436	5.04E-08
